"title","volume","ISSN","url","DOI","number","journal","publisher","author","year","month","pages","key","entry","V1","editor","ISBN","booktitle","series","collection","doi","keywords","place","abstractNote"
"Scale‐dependent climate signals drive breeding phenology of three seabird species","10","1365-2486","http://dx.doi.org/10.1111/j.1529-8817.2003.00794.x","10.1111/j.1529-8817.2003.00794.x","7","Global Change Biology","Wiley","Frederiksen, Morten and Harris, Michael P. and Daunt, Francis and Rothery, Peter and Wanless, Sarah","2004","may","1214–1221","Frederiksen_2004","article","10.1111/j.1529-8817.2003.00794.x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Recent increase of North Sea houting and prospects for recolonization in the Netherlands","61","1095-8649","http://dx.doi.org/10.1111/j.1095-8649.2002.tb01774.x","10.1111/j.1095-8649.2002.tb01774.x","sA","Journal of Fish Biology","Wiley","Kranenbarg, J. and Winter, H. V. and Backx, J. J. G. M.","2002","dec","251–253","Kranenbarg_2002","article","10.1006/jfbi.2002.2080",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A baseline survey of intersex in Littorina littorea along the Scheldt estuary, The Netherlands","48","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2003.11.018","10.1016/j.marpolbul.2003.11.018","5–6","Marine Pollution Bulletin","Elsevier BV","De Wolf, Hans and Handa, Collins and Backeljau, Thierry and Blust, Ronny","2004","mar","592–596","De_Wolf_2004","article","10.1016/j.marpolbul.2003.11.018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Modeling Nonlinear Sorption of Alcohol Ethoxylates to Sediment: The Influence of Molecular Structure and Sediment Properties","43","1520-5851","http://dx.doi.org/10.1021/es900452p","10.1021/es900452p","15","Environmental Science &amp; Technology","American Chemical Society (ACS)","Droge, Steven T. J. and Yarza-Irusta, Leire and Hermens, Joop L. M.","2009","jun","5712–5718","Droge_2009","article","10.1021/es900452p",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatial variability of the plankton trophic interaction in the <scp>N</scp>orth <scp>S</scp>ea: a new feature after the early 1970s","18","1365-2486","http://dx.doi.org/10.1111/j.1365-2486.2011.02492.x","10.1111/j.1365-2486.2011.02492.x","1","Global Change Biology","Wiley","Llope, Marcos and Licandro, Priscilla and Chan, Kung‐Sik and Stenseth, Nils Chr.","2011","aug","106–117","Llope_2011","article","10.1111/j.1365-2486.2011.02492.x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Microplastics and sorbed contaminants – Trophic exposure in fish sensitive early life stages","161","0141-1136","http://dx.doi.org/10.1016/j.marenvres.2020.105126","10.1016/j.marenvres.2020.105126",NA,"Marine Environmental Research","Elsevier BV","Cousin, Xavier and Batel, Annika and Bringer, Arno and Hess, Sebastian and Bégout, Marie-Laure and Braunbeck, Thomas","2020","oct","105126","Cousin_2020","article","10.1016/j.marenvres.2020.105126",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Offshore petroleum and commercial fishery interactions: The case of Long Point, Port Dover, Lake Erie","7","1572-9893","http://dx.doi.org/10.1007/BF00209062","10.1007/bf00209062","3","GeoJournal","Springer Science and Business Media LLC","Val, Erik and Nelson, J.G.","1983",NA,NA,"Val_1983","article","10.1007/BF00209062",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long‐term organic carbon sequestration in tidal marsh sediments is dominated by old‐aged allochthonous inputs in a macrotidal estuary","24","1365-2486","http://dx.doi.org/10.1111/gcb.14089","10.1111/gcb.14089","6","Global Change Biology","Wiley","Van de Broek, Marijn and Vandendriessche, Caroline and Poppelmonde, Dries and Merckx, Roel and Temmerman, Stijn and Govers, Gerard","2018","mar","2498–2512","Van_de_Broek_2018","article","10.1111/gcb.14089",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A framework for selecting a suite of indicators for fisheries management","62","1054-3139","http://dx.doi.org/10.1016/j.icesjms.2005.01.003","10.1016/j.icesjms.2005.01.003","3","ICES Journal of Marine Science","Oxford University Press (OUP)","Rice, Jake C. and Rochet, Marie-Joëlle","2005","jan","516–527","Rice_2005","article","10.1016/j.icesjms.2005.01.003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"How benthic habitats and bottom trawling affect trait composition in the diet of seven demersal and benthivorous fish species in the North Sea","142","1385-1101","http://dx.doi.org/10.1016/j.seares.2018.09.013","10.1016/j.seares.2018.09.013",NA,"Journal of Sea Research","Elsevier BV","Eggleton, Jacqueline D. and Depestele, Jochen and Kenny, Andrew J. and Bolam, Stefan G. and Garcia, Clement","2018","dec","132–146","Eggleton_2018","article","10.1016/j.seares.2018.09.013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marine Fouling Assemblages on Offshore Gas Platforms in the Southern North Sea: Effects of Depth and Distance from Shore on Biodiversity","11","1932-6203","http://dx.doi.org/10.1371/journal.pone.0146324","10.1371/journal.pone.0146324","1","PLOS ONE","Public Library of Science (PLoS)","van der Stap, Tim and Coolen, Joop W. P. and Lindeboom, Han J.","2016","jan","e0146324","van_der_Stap_2016","article","10.1371/journal.pone.0146324","Davies, Andrew",NA,NA,NA,NA,NA,NA,NA,NA
"Temporal and environmental variation in growth and maturity and effects on management reference points of Georges Bank Atlantic cod","75","1205-7533","http://dx.doi.org/10.1139/cjfas-2017-0124","10.1139/cjfas-2017-0124","12","Canadian Journal of Fisheries and Aquatic Sciences","Canadian Science Publishing","Miller, Timothy J. and O’Brien, Loretta and Fratantoni, Paula S.","2018","dec","2159–2171","Miller_2018","article","10.1139/cjfas-2017-0124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The diminution of the neutron odd-even effect due to prompt neutron emission in low energy nuclear fission","220","1588-2780","http://dx.doi.org/10.1007/BF02035342","10.1007/bf02035342","1","Journal of Radioanalytical and Nuclear Chemistry","Springer Science and Business Media LLC","Büyükmumcu, Z. and Kildir, M.","1997","jun","27–30","B_y_kmumcu_1997","article","10.1007/BF02035342",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugars and uronic acids in sediment and water from the black sea and north sea with emphasis on analytical techniques","5","0304-4203","http://dx.doi.org/10.1016/0304-4203(77)90044-5","10.1016/0304-4203(77)90044-5","4–6","Marine Chemistry","Elsevier BV","Mopper, Kenneth","1977","nov","585–603","Mopper_1977","article","10.1016/0304-4203(77)90044-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temperature effects on growth, colony development and carbon partitioning in three Phaeocystis species","9","1864-7790","http://dx.doi.org/10.3354/ab00256","10.3354/ab00256","3","Aquatic Biology","Inter-Research Science Center","Wang, X and Tang, KW and Wang, Y and Smith, WO","2010","jun","239–249","Wang_2010","article","10.3354/ab00256",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Integrating Decision Support Models with Market and Non-Market Value Attributes for Platform Decommissioning: An Effective Approach for Resolving the Challenges Inherent at the Nexus of Science and Policy",NA,NA,"http://dx.doi.org/10.4043/27859-ms","10.4043/27859-ms",NA,NA,"OTC","McCann, B. M. and Henrion, M. and Bernstein, B. and Haddad, R. I.","2017","may",NA,"McCann_2017","inproceedings","10.4043/27859-ms",NA,NA,"Day 3 Wed, May 03, 2017","17OTC","17OTC",NA,NA,NA,NA
"Ecosystem-based fisheries management: progress in the NE Atlantic","29","0308-597X","http://dx.doi.org/10.1016/j.marpol.2004.07.004","10.1016/j.marpol.2004.07.004","5","Marine Policy","Elsevier BV","Frid, Chris and Paramor, Odette and Scott, Catherine","2005","sep","461–469","Frid_2005","article","10.1016/j.marpol.2004.07.004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Modeled larval fish prey fields and growth rates help predict recruitment success of cod and anchovy in the North Sea","600","1616-1599","http://dx.doi.org/10.3354/meps12615","10.3354/meps12615",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Huebert, KB and Pätsch, J and Hufnagl, M and Kreus, M and Peck, MA","2018","jul","111–126","Huebert_2018","article","10.3354/meps12615",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Exploring the distance between nitrogen and phosphorus limitation in mesotrophic surface waters using a sensitive bioassay","14","1726-4189","http://dx.doi.org/10.5194/bg-14-379-2017","10.5194/bg-14-379-2017","2","Biogeosciences","Copernicus GmbH","Hrustić, Enis and Lignell, Risto and Riebesell, Ulf and Thingstad, Tron Frede","2017","jan","379–387","Hrusti__2017","article","10.5194/bg-14-379-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term changes in zooplankton and the climate of the North Atlantic","55","1054-3139","http://dx.doi.org/10.1006/jmsc.1998.0390","10.1006/jmsc.1998.0390","4","ICES Journal of Marine Science","Oxford University Press (OUP)","Planque, B","1998","aug","644–654","Planque_1998","article","10.1006/jmsc.1998.0390",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colonization of new habitats by benthic foraminifera: a review","46","0012-8252","http://dx.doi.org/10.1016/S0012-8252(99)00016-1","10.1016/s0012-8252(99)00016-1","1–4","Earth-Science Reviews","Elsevier BV","Alve, Elisabeth","1999","may","167–185","Alve_1999","article","10.1016/S0012-8252(99)00016-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecological Risk Assessment and the Precautionary Principle","5","1549-7860","http://dx.doi.org/10.1080/10807039991289220","10.1080/10807039991289220","5","Human and Ecological Risk Assessment: An International Journal","Informa UK Limited","Fairbrother, Anne and Bennett, Richard S.","1999","aug","943–949","Fairbrother_1999","article","10.1080/10807039991289220",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Early development of the subtidal marine biofouling on a concrete offshore windmill foundation on the Thornton Bank (southern North Sea): first monitoring results","29","1756-0551","http://dx.doi.org/10.3723/ut.29.137","10.3723/ut.29.137","3","Underwater Technology","Society for Underwater Technology","Kerckhof, F and Rumes, B and Jacques, T and Degraer, S and Norro, A","2010","nov","137–149","Kerckhof_2010","article","10.3723/ut.29.137",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Early development of the subtidal marine biofouling on a concrete offshore windmill foundation on the Thornton Bank (southern North Sea): first monitoring results","29","1756-0551","http://dx.doi.org/10.3723/ut.29.137","10.3723/ut.29.137","3","Underwater Technology","Society for Underwater Technology","Kerckhof, F and Rumes, B and Jacques, T and Degraer, S and Norro, A","2010","nov","137–149","Kerckhof_2010","article","10.3723/ut.29.137",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Comparison of the Ecological Risks from Fisheries and Pollution to the North Sea Biota","24","1996-9732","http://dx.doi.org/10.2166/wst.1991.0286","10.2166/wst.1991.0286","10","Water Science and Technology","IWA Publishing","Turkstra, E. and Scholten, M. C. Th. and Bowmer, C. T. and Schobben, H. P. M.","1991","nov","147–153","Turkstra_1991","article","10.2166/wst.1991.0286",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bubble curtains attenuate noise from offshore wind farm construction and reduce temporary habitat loss for harbour porpoises","580","1616-1599","http://dx.doi.org/10.3354/meps12257","10.3354/meps12257",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Dähne, M and Tougaard, J and Carstensen, J and Rose, A and Nabe-Nielsen, J","2017","sep","221–237","D_hne_2017","article","10.3354/meps12257",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Short- and long-term effects of an offshore wind farm on three species of sandeel and their sand habitat","458","1616-1599","http://dx.doi.org/10.3354/meps09736","10.3354/meps09736",NA,"Marine Ecology Progress Series","Inter-Research Science Center","van Deurs, M and Grome, TM and Kaspersen, M and Jensen, H and Stenberg, C and Sørensen, TK and Støttrup, J and Warnar, T and Mosegaard, H","2012","jul","169–180","van_Deurs_2012","article","10.3354/meps09736",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Climate‐related range shifts – a global multidimensional synthesis and new research directions","38","1600-0587","http://dx.doi.org/10.1111/ecog.00967","10.1111/ecog.00967","1","Ecography","Wiley","Lenoir, J. and Svenning, J.‐C.","2014","jun","15–28","Lenoir_2014","article","10.1111/ecog.00967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Numerical modeling of suspended matter transport in the North Sea","56","1616-7228","http://dx.doi.org/10.1007/s10236-006-0070-5","10.1007/s10236-006-0070-5","1","Ocean Dynamics","Springer Science and Business Media LLC","Gayer, Gerhard and Dick, Stephan and Pleskachevsky, Andrey and Rosenthal, Wolfgang","2006","mar","62–77","Gayer_2006","article","10.1007/s10236-006-0070-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The European Marginal and Enclosed Seas: An Overview",NA,NA,"http://dx.doi.org/10.1007/978-1-4020-6772-3_1","10.1007/978-1-4020-6772-3_1",NA,NA,"Springer Netherlands","Barale, Vittorio","2008",NA,"3–22","Barale_2008","inbook","10.1007/978-1-4020-6772-3_1",NA,"9781402067723","Remote Sensing of the European Seas",NA,NA,NA,NA,NA,NA
"Climate change and marine vertebrates","350","1095-9203","http://dx.doi.org/10.1126/science.aac9874","10.1126/science.aac9874","6262","Science","American Association for the Advancement of Science (AAAS)","Sydeman, William J. and Poloczanska, Elvira and Reed, Thomas E. and Thompson, Sarah Ann","2015","nov","772–777","Sydeman_2015","article","10.1126/science.aac9874",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protection of the North Sea Ecosystem","24","1996-9732","http://dx.doi.org/10.2166/wst.1991.0325","10.2166/wst.1991.0325","10","Water Science and Technology","IWA Publishing","Schmidt-van Dorp, A. D.","1991","nov","339–340","Schmidt_van_Dorp_1991","article","10.2166/wst.1991.0325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morphology, Hydrodynamics and Sediment Characteristics of the Changyun Sand Ridge offshore Western Taiwan","16","1017-0839","http://dx.doi.org/10.3319/TAO.2005.16.3.621(T)","10.3319/tao.2005.16.3.621(t)","3","Terrestrial, Atmospheric and Oceanic Sciences","Springer Science and Business Media LLC","Liao, Horng-Ru and Yu, Ho-Shing","2005",NA,"621","Liao_2005","article","10.3319/TAO.2005.16.3.621(T)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Untersuchungen über die Verbreitung der Heringslarven im Englischen Kanal und der südlichen Nordsee im Januar 1959","7","1438-3888","http://dx.doi.org/10.1007/BF01613236","10.1007/bf01613236","2","Helgoländer Wissenschaftliche Meeresuntersuchungen","Springer Science and Business Media LLC","Hempel, Gotthilf","1960","feb","72–79","Hempel_1960","article","10.1007/BF01613236",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Norwegian CO2 Storage Atlas",NA,"2214-4609","http://dx.doi.org/10.3997/2214-4609.20131600","10.3997/2214-4609.20131600",NA,NA,"EAGE Publications BV","Halland, E. and Mujezinovic, J.","2013",NA,NA,"Halland_2013","inproceedings","10.3997/2214-4609.20131600",NA,NA,"Sustainable earth sciences 2013 proceedings","Pau2013","Pau2013",NA,NA,NA,NA
"The Mediterranean deep-water kelp Laminaria rodriguezii is an endangered species in the Adriatic Sea","163","1432-1793","http://dx.doi.org/10.1007/s00227-016-2821-2","10.1007/s00227-016-2821-2","4","Marine Biology","Springer Science and Business Media LLC","Žuljević, Ante and Peters, Akira F. and Nikolić, Vedran and Antolić, Boris and Despalatović, Marija and Cvitković, Ivan and Isajlović, Igor and Mihanović, Hrvoje and Matijević, Slavica and Shewring, Dawn M. and Canese, Simonepietro and Katsaros, Christos and Küpper, Frithjof C.","2016","mar",NA,"_uljevi__2016","article","10.1007/s00227-016-2821-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stock and recruitment in North Sea herring (Clupea harengus); compensation and depensation in the population dynamics","95","0165-7836","http://dx.doi.org/10.1016/j.fishres.2008.08.003","10.1016/j.fishres.2008.08.003","1","Fisheries Research","Elsevier BV","Nash, Richard D.M. and Dickey-Collas, Mark and Kell, Laurence T.","2009","jan","88–97","Nash_2009","article","10.1016/j.fishres.2008.08.003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Effects of environmental stress on the condition of Littorina littorea along the Scheldt estuary (The Netherlands)","376","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2007.01.081","10.1016/j.scitotenv.2007.01.081","1–3","Science of The Total Environment","Elsevier BV","Van den Broeck, Heidi and De Wolf, Hans and Backeljau, Thierry and Blust, Ronny","2007","apr","346–358","Van_den_Broeck_2007","article","10.1016/j.scitotenv.2007.01.081",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Limited genetic variation and structure in softshell clams (Mya arenaria) across their native and introduced range","10","1572-9737","http://dx.doi.org/10.1007/s10592-008-9641-y","10.1007/s10592-008-9641-y","4","Conservation Genetics","Springer Science and Business Media LLC","Strasser, C. A. and Barber, P. H.","2008","jul","803–814","Strasser_2008","article","10.1007/s10592-008-9641-y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"From introduced species to invader: what determines variation in the success ofCodium fragile ssp.tomentosoides (Chlorophyta) in the North Atlantic Ocean?","52","1438-3888","http://dx.doi.org/10.1007/bf02908902","10.1007/bf02908902","3–4","Helgoländer Meeresuntersuchungen","Springer Science and Business Media LLC","Chapman, Annelise Sabine","1998","sep","277–289","Chapman_1998","article","10.1007/bf02908902",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Changes in Dogger Bank macrofauna communities in the 20th century caused by fishing and climate","94","0272-7714","http://dx.doi.org/10.1016/j.ecss.2011.06.015","10.1016/j.ecss.2011.06.015","3","Estuarine, Coastal and Shelf Science","Elsevier BV","Kröncke, Ingrid","2011","sep","234–245","Kr_ncke_2011","article","10.1016/j.ecss.2011.06.015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Exploring the distance between nitrogen and phosphorus limitation in mesotrophic surface waters using a sensitive bioassay","14","1726-4189","http://dx.doi.org/10.5194/bg-14-379-2017","10.5194/bg-14-379-2017","2","Biogeosciences","Copernicus GmbH","Hrustić, Enis and Lignell, Risto and Riebesell, Ulf and Thingstad, Tron Frede","2017","jan","379–387","Hrusti__2017","article","10.5194/bg-14-379-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Case Study: Skagerrak Wrecks and Measures to Reduce the Environmental Risk","43","0025-3324","http://dx.doi.org/10.4031/MTSJ.43.4.4","10.4031/mtsj.43.4.4","4","Marine Technology Society Journal","Marine Technology Society","Hansen, Carl Magne and Hagen, Per Espen and Lågstad, Petter and Tørnes, John Aasulf","2009","oct","100–104","Hansen_2009","article","10.4031/MTSJ.43.4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA
